order_item_id,order_id,product_id,quantity,unit_price,discount
ITEM-000436,ORD-000173,PROD-0045,1,69.99,7.0
ITEM-000437,ORD-000174,PROD-0022,2,149.99,30.0
ITEM-000438,ORD-000174,PROD-0027,2,49.99,0.0
ITEM-000439,ORD-000175,PROD-0012,1,59.99,0.0
ITEM-000440,ORD-000175,PROD-0013,3,129.99,0.0
ITEM-000441,ORD-000175,PROD-0017,2,64.99,0.0
ITEM-000442,ORD-000175,PROD-0025,1,119.99,0.0
ITEM-000443,ORD-000176,PROD-0021,3,299.99,0.0
ITEM-000444,ORD-000176,PROD-0011,3,24.99,0.0
ITEM-000445,ORD-000176,PROD-0041,2,29.99,6.0
ITEM-000446,ORD-000177,PROD-0008,3,29.99,9.0
ITEM-000447,ORD-000177,PROD-0016,2,79.99,0.0
ITEM-000448,ORD-000178,PROD-0026,1,39.99,0.0
ITEM-000449,ORD-000179,PROD-0050,1,449.99,45.0
ITEM-000450,ORD-000179,PROD-0006,3,59.99,9.0
ITEM-000451,ORD-000179,PROD-0016,3,79.99,0.0
ITEM-000452,ORD-000180,PROD-0036,2,22.99,4.6
ITEM-000453,ORD-000180,PROD-0042,1,189.99,19.0
ITEM-000454,ORD-000180,PROD-0049,1,16.99,0.85
ITEM-000455,ORD-000181,PROD-0013,2,129.99,13.0
ITEM-000456,ORD-000181,PROD-0037,3,18.99,5.7
ITEM-000457,ORD-000181,PROD-0012,2,59.99,0.0
ITEM-000458,ORD-000181,PROD-0035,1,59.99,0.0
ITEM-000459,ORD-000182,PROD-0030,3,139.99,42.0
ITEM-000460,ORD-000182,PROD-0001,3,199.99,0.0
ITEM-000461,ORD-000182,PROD-0050,1,449.99,22.5
ITEM-000462,ORD-000183,PROD-0013,3,129.99,0.0
ITEM-000463,ORD-000183,PROD-0034,3,28.99,4.35
ITEM-000464,ORD-000183,PROD-0044,2,19.99,4.0
ITEM-000465,ORD-000183,PROD-0032,3,19.99,3.0
ITEM-000466,ORD-000184,PROD-0012,1,59.99,0.0
ITEM-000467,ORD-000184,PROD-0003,1,89.99,0.0
ITEM-000468,ORD-000185,PROD-0004,3,39.99,0.0
ITEM-000469,ORD-000185,PROD-0024,1,99.99,0.0
ITEM-000470,ORD-000185,PROD-0015,3,29.99,9.0
ITEM-000471,ORD-000186,PROD-0036,2,22.99,0.0
ITEM-000472,ORD-000186,PROD-0048,2,22.99,0.0
ITEM-000473,ORD-000186,PROD-0027,2,49.99,0.0
ITEM-000474,ORD-000187,PROD-0013,3,129.99,0.0
ITEM-000475,ORD-000187,PROD-0034,3,28.99,8.7
ITEM-000476,ORD-000187,PROD-0043,3,24.99,0.0
ITEM-000477,ORD-000187,PROD-0016,3,79.99,12.0
ITEM-000478,ORD-000188,PROD-0036,3,22.99,3.45
ITEM-000479,ORD-000188,PROD-0026,3,39.99,12.0
ITEM-000480,ORD-000189,PROD-0047,3,17.99,0.0
ITEM-000481,ORD-000189,PROD-0021,3,299.99,45.0
ITEM-000482,ORD-000189,PROD-0039,2,32.99,6.6
ITEM-000483,ORD-000189,PROD-0016,1,79.99,0.0
ITEM-000484,ORD-000190,PROD-0020,1,39.99,0.0
ITEM-000485,ORD-000191,PROD-0007,2,49.99,5.0
ITEM-000486,ORD-000191,PROD-0003,1,89.99,0.0
ITEM-000487,ORD-000192,PROD-0017,1,64.99,6.5
ITEM-000488,ORD-000192,PROD-0020,1,39.99,0.0
ITEM-000489,ORD-000193,PROD-0039,3,32.99,4.95
ITEM-000490,ORD-000194,PROD-0050,1,449.99,22.5
ITEM-000491,ORD-000195,PROD-0048,3,22.99,0.0
ITEM-000492,ORD-000195,PROD-0042,3,189.99,57.0
ITEM-000493,ORD-000196,PROD-0035,2,59.99,0.0
ITEM-000494,ORD-000196,PROD-0037,3,18.99,5.7
ITEM-000495,ORD-000196,PROD-0010,3,44.99,0.0
ITEM-000496,ORD-000197,PROD-0031,3,34.99,0.0
ITEM-000497,ORD-000198,PROD-0049,2,16.99,0.0
ITEM-000498,ORD-000198,PROD-0009,3,34.99,0.0
ITEM-000499,ORD-000199,PROD-0021,1,299.99,30.0
ITEM-000500,ORD-000199,PROD-0044,2,19.99,0.0
ITEM-000501,ORD-000199,PROD-0037,3,18.99,0.0
ITEM-000502,ORD-000199,PROD-0006,1,59.99,3.0
ITEM-000503,ORD-000200,PROD-0013,2,129.99,0.0
ITEM-000504,ORD-000200,PROD-0044,3,19.99,0.0
ITEM-000505,ORD-000201,PROD-0019,2,49.99,0.0
ITEM-000506,ORD-000201,PROD-0001,2,199.99,0.0
ITEM-000507,ORD-000202,PROD-0036,3,22.99,0.0
ITEM-000508,ORD-000202,PROD-0031,3,34.99,0.0
ITEM-000509,ORD-000202,PROD-0040,2,21.99,0.0
ITEM-000510,ORD-000203,PROD-0004,1,39.99,0.0
ITEM-000511,ORD-000203,PROD-0030,2,139.99,14.0
ITEM-000512,ORD-000203,PROD-0042,1,189.99,9.5
ITEM-000513,ORD-000204,PROD-0021,2,299.99,0.0
ITEM-000514,ORD-000205,PROD-0003,1,89.99,4.5
ITEM-000515,ORD-000206,PROD-0044,2,19.99,0.0
ITEM-000516,ORD-000206,PROD-0023,3,249.99,37.5
ITEM-000517,ORD-000206,PROD-0041,3,29.99,4.5
ITEM-000518,ORD-000207,PROD-0043,2,24.99,0.0
ITEM-000519,ORD-000207,PROD-0009,3,34.99,0.0
ITEM-000520,ORD-000207,PROD-0006,2,59.99,6.0
ITEM-000521,ORD-000207,PROD-0047,1,17.99,0.0
ITEM-000522,ORD-000208,PROD-0028,1,34.99,0.0
ITEM-000523,ORD-000208,PROD-0050,3,449.99,0.0
ITEM-000524,ORD-000209,PROD-0020,3,39.99,6.0
ITEM-000525,ORD-000209,PROD-0029,1,27.99,0.0
ITEM-000526,ORD-000209,PROD-0048,1,22.99,1.15
ITEM-000527,ORD-000209,PROD-0041,3,29.99,0.0
ITEM-000528,ORD-000210,PROD-0009,3,34.99,5.25
ITEM-000529,ORD-000210,PROD-0033,1,79.99,8.0
ITEM-000530,ORD-000210,PROD-0039,2,32.99,6.6
ITEM-000531,ORD-000210,PROD-0031,1,34.99,0.0
ITEM-000532,ORD-000211,PROD-0018,2,14.99,0.0
ITEM-000533,ORD-000212,PROD-0029,2,27.99,2.8
ITEM-000534,ORD-000212,PROD-0040,1,21.99,2.2
ITEM-000535,ORD-000213,PROD-0034,1,28.99,2.9
ITEM-000536,ORD-000214,PROD-0036,2,22.99,0.0
ITEM-000537,ORD-000215,PROD-0030,2,139.99,0.0
ITEM-000538,ORD-000215,PROD-0011,3,24.99,0.0
ITEM-000539,ORD-000215,PROD-0028,2,34.99,7.0
ITEM-000540,ORD-000216,PROD-0050,3,449.99,0.0
ITEM-000541,ORD-000216,PROD-0038,2,89.99,18.0
ITEM-000542,ORD-000217,PROD-0046,1,149.99,0.0
ITEM-000543,ORD-000217,PROD-0047,1,17.99,1.8
ITEM-000544,ORD-000218,PROD-0025,2,119.99,0.0
ITEM-000545,ORD-000218,PROD-0036,1,22.99,1.15
ITEM-000546,ORD-000219,PROD-0027,2,49.99,5.0
ITEM-000547,ORD-000220,PROD-0013,3,129.99,19.5
ITEM-000548,ORD-000220,PROD-0001,3,199.99,0.0
ITEM-000549,ORD-000221,PROD-0030,3,139.99,0.0
ITEM-000550,ORD-000221,PROD-0027,1,49.99,2.5
ITEM-000551,ORD-000221,PROD-0029,3,27.99,0.0
ITEM-000552,ORD-000221,PROD-0006,1,59.99,0.0
ITEM-000553,ORD-000222,PROD-0003,3,89.99,13.5
ITEM-000554,ORD-000222,PROD-0043,1,24.99,0.0
ITEM-000555,ORD-000223,PROD-0030,3,139.99,21.0
ITEM-000556,ORD-000223,PROD-0048,1,22.99,0.0
ITEM-000557,ORD-000224,PROD-0049,2,16.99,0.0
ITEM-000558,ORD-000225,PROD-0022,3,149.99,0.0
ITEM-000559,ORD-000225,PROD-0034,3,28.99,0.0
ITEM-000560,ORD-000225,PROD-0027,3,49.99,0.0
ITEM-000561,ORD-000226,PROD-0017,3,64.99,9.75
ITEM-000562,ORD-000226,PROD-0034,1,28.99,2.9
ITEM-000563,ORD-000226,PROD-0037,3,18.99,5.7
ITEM-000564,ORD-000227,PROD-0046,1,149.99,0.0
ITEM-000565,ORD-000227,PROD-0019,1,49.99,0.0
ITEM-000566,ORD-000228,PROD-0027,3,49.99,0.0
ITEM-000567,ORD-000228,PROD-0003,1,89.99,0.0
ITEM-000568,ORD-000228,PROD-0022,3,149.99,22.5
ITEM-000569,ORD-000228,PROD-0023,2,249.99,0.0
ITEM-000570,ORD-000229,PROD-0050,3,449.99,67.5
ITEM-000571,ORD-000229,PROD-0001,2,199.99,40.0
ITEM-000572,ORD-000229,PROD-0008,3,29.99,0.0
ITEM-000573,ORD-000230,PROD-0031,2,34.99,0.0
ITEM-000574,ORD-000230,PROD-0003,3,89.99,27.0
ITEM-000575,ORD-000230,PROD-0042,3,189.99,28.5
ITEM-000576,ORD-000230,PROD-0009,2,34.99,7.0
ITEM-000577,ORD-000231,PROD-0014,3,34.99,5.25
ITEM-000578,ORD-000232,PROD-0022,2,149.99,0.0
ITEM-000579,ORD-000233,PROD-0046,2,149.99,30.0
ITEM-000580,ORD-000233,PROD-0021,1,299.99,30.0
ITEM-000581,ORD-000233,PROD-0003,1,89.99,4.5
ITEM-000582,ORD-000234,PROD-0012,1,59.99,0.0
ITEM-000583,ORD-000234,PROD-0008,2,29.99,0.0
ITEM-000584,ORD-000234,PROD-0024,3,99.99,0.0
ITEM-000585,ORD-000235,PROD-0034,3,28.99,0.0
ITEM-000586,ORD-000236,PROD-0020,1,39.99,0.0
ITEM-000587,ORD-000237,PROD-0041,1,29.99,0.0
ITEM-000588,ORD-000237,PROD-0014,3,34.99,5.25
ITEM-000589,ORD-000237,PROD-0021,3,299.99,0.0
ITEM-000590,ORD-000238,PROD-0014,3,34.99,5.25
ITEM-000591,ORD-000239,PROD-0037,1,18.99,0.95
ITEM-000592,ORD-000239,PROD-0016,3,79.99,12.0
ITEM-000593,ORD-000239,PROD-0011,3,24.99,7.5
ITEM-000594,ORD-000240,PROD-0007,2,49.99,0.0
ITEM-000595,ORD-000241,PROD-0040,1,21.99,0.0
ITEM-000596,ORD-000241,PROD-0023,2,249.99,0.0
ITEM-000597,ORD-000241,PROD-0020,1,39.99,4.0
ITEM-000598,ORD-000241,PROD-0022,1,149.99,15.0
ITEM-000599,ORD-000242,PROD-0040,2,21.99,4.4
ITEM-000600,ORD-000242,PROD-0017,3,64.99,9.75
ITEM-000601,ORD-000243,PROD-0008,1,29.99,1.5
ITEM-000602,ORD-000243,PROD-0023,3,249.99,0.0
ITEM-000603,ORD-000243,PROD-0031,2,34.99,0.0
ITEM-000604,ORD-000243,PROD-0030,3,139.99,0.0
ITEM-000605,ORD-000244,PROD-0040,3,21.99,0.0
ITEM-000606,ORD-000244,PROD-0016,2,79.99,0.0
ITEM-000607,ORD-000245,PROD-0035,1,59.99,0.0
ITEM-000608,ORD-000245,PROD-0045,3,69.99,21.0
ITEM-000609,ORD-000245,PROD-0016,1,79.99,8.0
ITEM-000610,ORD-000246,PROD-0026,1,39.99,4.0
ITEM-000611,ORD-000246,PROD-0005,3,279.99,0.0
ITEM-000612,ORD-000246,PROD-0039,1,32.99,0.0
ITEM-000613,ORD-000247,PROD-0013,2,129.99,13.0
ITEM-000614,ORD-000247,PROD-0014,2,34.99,3.5
ITEM-000615,ORD-000247,PROD-0044,3,19.99,0.0
ITEM-000616,ORD-000247,PROD-0021,3,299.99,90.0
ITEM-000617,ORD-000248,PROD-0046,3,149.99,22.5
ITEM-000618,ORD-000249,PROD-0041,2,29.99,6.0
ITEM-000619,ORD-000249,PROD-0021,2,299.99,0.0
ITEM-000620,ORD-000249,PROD-0046,3,149.99,0.0
ITEM-000621,ORD-000249,PROD-0025,2,119.99,0.0
ITEM-000622,ORD-000250,PROD-0010,1,44.99,0.0
ITEM-000623,ORD-000250,PROD-0019,1,49.99,0.0
ITEM-000624,ORD-000250,PROD-0043,1,24.99,2.5
ITEM-000625,ORD-000250,PROD-0009,3,34.99,10.5
ITEM-000626,ORD-000251,PROD-0030,3,139.99,0.0
ITEM-000627,ORD-000251,PROD-0045,2,69.99,14.0
ITEM-000628,ORD-000251,PROD-0039,3,32.99,9.9
ITEM-000629,ORD-000251,PROD-0028,2,34.99,3.5
ITEM-000630,ORD-000252,PROD-0047,2,17.99,3.6
ITEM-000631,ORD-000252,PROD-0016,3,79.99,12.0
ITEM-000632,ORD-000252,PROD-0046,3,149.99,22.5
ITEM-000633,ORD-000252,PROD-0033,2,79.99,0.0
ITEM-000634,ORD-000253,PROD-0016,2,79.99,0.0
ITEM-000635,ORD-000254,PROD-0031,2,34.99,7.0
ITEM-000636,ORD-000255,PROD-0003,3,89.99,13.5
ITEM-000637,ORD-000255,PROD-0045,3,69.99,10.5
ITEM-000638,ORD-000256,PROD-0019,2,49.99,0.0
ITEM-000639,ORD-000257,PROD-0017,2,64.99,6.5
ITEM-000640,ORD-000257,PROD-0009,2,34.99,0.0
ITEM-000641,ORD-000257,PROD-0040,3,21.99,0.0
ITEM-000642,ORD-000258,PROD-0043,2,24.99,0.0
ITEM-000643,ORD-000258,PROD-0029,2,27.99,0.0
ITEM-000644,ORD-000259,PROD-0022,1,149.99,0.0
ITEM-000645,ORD-000260,PROD-0050,2,449.99,0.0
ITEM-000646,ORD-000260,PROD-0025,1,119.99,6.0
ITEM-000647,ORD-000260,PROD-0016,1,79.99,4.0
ITEM-000648,ORD-000260,PROD-0043,1,24.99,0.0
ITEM-000649,ORD-000261,PROD-0031,3,34.99,0.0
ITEM-000650,ORD-000261,PROD-0048,3,22.99,6.9
ITEM-000651,ORD-000261,PROD-0049,1,16.99,1.7
ITEM-000652,ORD-000262,PROD-0007,3,49.99,7.5
ITEM-000653,ORD-000263,PROD-0017,3,64.99,19.5
ITEM-000654,ORD-000264,PROD-0021,1,299.99,0.0
ITEM-000655,ORD-000264,PROD-0036,1,22.99,0.0
ITEM-000656,ORD-000265,PROD-0023,2,249.99,0.0
ITEM-000657,ORD-000265,PROD-0015,1,29.99,0.0
ITEM-000658,ORD-000265,PROD-0047,3,17.99,0.0
ITEM-000659,ORD-000265,PROD-0019,1,49.99,0.0
ITEM-000660,ORD-000266,PROD-0025,3,119.99,0.0
ITEM-000661,ORD-000266,PROD-0043,3,24.99,0.0
ITEM-000662,ORD-000267,PROD-0045,2,69.99,0.0
ITEM-000663,ORD-000267,PROD-0043,2,24.99,0.0
ITEM-000664,ORD-000267,PROD-0050,2,449.99,0.0
ITEM-000665,ORD-000267,PROD-0021,2,299.99,0.0
ITEM-000666,ORD-000268,PROD-0007,2,49.99,0.0
ITEM-000667,ORD-000268,PROD-0010,1,44.99,4.5
ITEM-000668,ORD-000268,PROD-0035,1,59.99,0.0
ITEM-000669,ORD-000268,PROD-0050,2,449.99,0.0
ITEM-000670,ORD-000269,PROD-0018,2,14.99,0.0
ITEM-000671,ORD-000269,PROD-0010,3,44.99,13.5
ITEM-000672,ORD-000269,PROD-0045,2,69.99,14.0
ITEM-000673,ORD-000269,PROD-0022,2,149.99,0.0
ITEM-000674,ORD-000270,PROD-0008,2,29.99,3.0
ITEM-000675,ORD-000270,PROD-0037,2,18.99,0.0
ITEM-000676,ORD-000270,PROD-0035,3,59.99,0.0
ITEM-000677,ORD-000270,PROD-0023,2,249.99,25.0
ITEM-000678,ORD-000271,PROD-0012,1,59.99,6.0
ITEM-000679,ORD-000271,PROD-0036,3,22.99,0.0
ITEM-000680,ORD-000272,PROD-0032,2,19.99,0.0
ITEM-000681,ORD-000272,PROD-0006,1,59.99,0.0
ITEM-000682,ORD-000272,PROD-0041,1,29.99,0.0
ITEM-000683,ORD-000273,PROD-0032,1,19.99,0.0
ITEM-000684,ORD-000273,PROD-0035,2,59.99,0.0
ITEM-000685,ORD-000273,PROD-0029,1,27.99,2.8
ITEM-000686,ORD-000274,PROD-0003,3,89.99,0.0
ITEM-000687,ORD-000275,PROD-0045,1,69.99,0.0
ITEM-000688,ORD-000275,PROD-0042,1,189.99,9.5
ITEM-000689,ORD-000276,PROD-0007,1,49.99,5.0
ITEM-000690,ORD-000277,PROD-0048,2,22.99,0.0
ITEM-000691,ORD-000277,PROD-0044,3,19.99,0.0
ITEM-000692,ORD-000277,PROD-0026,1,39.99,0.0
ITEM-000693,ORD-000278,PROD-0011,1,24.99,2.5
ITEM-000694,ORD-000278,PROD-0045,3,69.99,0.0
ITEM-000695,ORD-000278,PROD-0024,3,99.99,30.0
ITEM-000696,ORD-000278,PROD-0036,1,22.99,2.3
ITEM-000697,ORD-000279,PROD-0027,2,49.99,0.0
ITEM-000698,ORD-000279,PROD-0045,1,69.99,0.0
ITEM-000699,ORD-000279,PROD-0050,3,449.99,67.5
ITEM-000700,ORD-000280,PROD-0039,1,32.99,3.3
ITEM-000701,ORD-000281,PROD-0013,3,129.99,0.0
ITEM-000702,ORD-000281,PROD-0008,3,29.99,0.0
ITEM-000703,ORD-000282,PROD-0044,2,19.99,0.0
ITEM-000704,ORD-000282,PROD-0031,1,34.99,0.0
ITEM-000705,ORD-000283,PROD-0003,3,89.99,0.0
ITEM-000706,ORD-000283,PROD-0007,1,49.99,5.0
ITEM-000707,ORD-000283,PROD-0048,1,22.99,0.0
ITEM-000708,ORD-000283,PROD-0004,3,39.99,6.0
ITEM-000709,ORD-000284,PROD-0007,3,49.99,15.0
ITEM-000710,ORD-000284,PROD-0016,2,79.99,0.0
ITEM-000711,ORD-000285,PROD-0012,2,59.99,0.0
ITEM-000712,ORD-000285,PROD-0025,3,119.99,18.0
ITEM-000713,ORD-000285,PROD-0024,2,99.99,0.0
ITEM-000714,ORD-000285,PROD-0009,2,34.99,0.0
ITEM-000715,ORD-000286,PROD-0030,2,139.99,0.0
ITEM-000716,ORD-000286,PROD-0027,3,49.99,0.0
ITEM-000717,ORD-000286,PROD-0011,3,24.99,0.0
ITEM-000718,ORD-000286,PROD-0049,3,16.99,0.0
ITEM-000719,ORD-000287,PROD-0030,2,139.99,0.0
ITEM-000720,ORD-000287,PROD-0018,1,14.99,0.75
ITEM-000721,ORD-000287,PROD-0001,2,199.99,0.0
ITEM-000722,ORD-000287,PROD-0047,3,17.99,0.0
ITEM-000723,ORD-000288,PROD-0047,2,17.99,3.6
ITEM-000724,ORD-000288,PROD-0050,3,449.99,0.0
ITEM-000725,ORD-000288,PROD-0033,1,79.99,0.0
ITEM-000726,ORD-000288,PROD-0003,1,89.99,9.0
ITEM-000727,ORD-000289,PROD-0002,2,349.99,35.0
ITEM-000728,ORD-000290,PROD-0030,2,139.99,0.0
ITEM-000729,ORD-000291,PROD-0046,2,149.99,15.0
ITEM-000730,ORD-000291,PROD-0041,3,29.99,0.0
ITEM-000731,ORD-000291,PROD-0001,2,199.99,40.0
ITEM-000732,ORD-000291,PROD-0005,2,279.99,0.0
ITEM-000733,ORD-000292,PROD-0004,2,39.99,8.0
ITEM-000734,ORD-000292,PROD-0008,3,29.99,0.0
ITEM-000735,ORD-000292,PROD-0025,2,119.99,12.0
ITEM-000736,ORD-000293,PROD-0016,3,79.99,24.0
ITEM-000737,ORD-000293,PROD-0035,3,59.99,0.0
ITEM-000738,ORD-000293,PROD-0008,1,29.99,1.5
ITEM-000739,ORD-000294,PROD-0023,3,249.99,0.0
ITEM-000740,ORD-000294,PROD-0029,3,27.99,4.2
ITEM-000741,ORD-000294,PROD-0032,2,19.99,0.0
ITEM-000742,ORD-000295,PROD-0005,2,279.99,0.0
ITEM-000743,ORD-000295,PROD-0007,2,49.99,0.0
ITEM-000744,ORD-000295,PROD-0011,3,24.99,0.0
ITEM-000745,ORD-000296,PROD-0048,1,22.99,0.0
ITEM-000746,ORD-000296,PROD-0042,3,189.99,28.5
ITEM-000747,ORD-000296,PROD-0002,2,349.99,35.0
ITEM-000748,ORD-000296,PROD-0019,3,49.99,15.0
ITEM-000749,ORD-000297,PROD-0015,2,29.99,0.0
ITEM-000750,ORD-000297,PROD-0031,2,34.99,7.0
ITEM-000751,ORD-000297,PROD-0024,3,99.99,0.0
ITEM-000752,ORD-000298,PROD-0011,1,24.99,0.0
ITEM-000753,ORD-000298,PROD-0016,2,79.99,0.0
ITEM-000754,ORD-000299,PROD-0036,1,22.99,1.15
ITEM-000755,ORD-000299,PROD-0046,1,149.99,7.5
ITEM-000756,ORD-000300,PROD-0050,1,449.99,0.0
ITEM-000757,ORD-000300,PROD-0010,3,44.99,6.75
ITEM-000758,ORD-000300,PROD-0030,2,139.99,28.0
ITEM-000759,ORD-000300,PROD-0021,3,299.99,0.0
ITEM-000760,ORD-000301,PROD-0003,1,89.99,4.5
ITEM-000761,ORD-000301,PROD-0009,1,34.99,3.5
ITEM-000762,ORD-000301,PROD-0044,3,19.99,0.0
ITEM-000763,ORD-000301,PROD-0036,2,22.99,2.3
ITEM-000764,ORD-000302,PROD-0038,1,89.99,4.5
ITEM-000765,ORD-000302,PROD-0034,1,28.99,0.0
ITEM-000766,ORD-000303,PROD-0013,3,129.99,0.0
ITEM-000767,ORD-000303,PROD-0032,3,19.99,3.0
ITEM-000768,ORD-000303,PROD-0021,2,299.99,0.0
ITEM-000769,ORD-000303,PROD-0039,3,32.99,9.9
ITEM-000770,ORD-000304,PROD-0023,3,249.99,0.0
ITEM-000771,ORD-000304,PROD-0020,2,39.99,8.0
ITEM-000772,ORD-000304,PROD-0029,2,27.99,0.0
ITEM-000773,ORD-000305,PROD-0010,1,44.99,2.25
ITEM-000774,ORD-000306,PROD-0006,2,59.99,12.0
ITEM-000775,ORD-000306,PROD-0001,1,199.99,20.0
ITEM-000776,ORD-000306,PROD-0027,3,49.99,0.0
ITEM-000777,ORD-000306,PROD-0041,1,29.99,0.0
ITEM-000778,ORD-000307,PROD-0020,3,39.99,6.0
ITEM-000779,ORD-000308,PROD-0020,1,39.99,2.0
ITEM-000780,ORD-000308,PROD-0041,2,29.99,0.0
ITEM-000781,ORD-000308,PROD-0031,2,34.99,0.0
ITEM-000782,ORD-000309,PROD-0041,3,29.99,0.0
ITEM-000783,ORD-000309,PROD-0044,2,19.99,0.0
ITEM-000784,ORD-000309,PROD-0031,2,34.99,0.0
ITEM-000785,ORD-000310,PROD-0023,1,249.99,12.5
ITEM-000786,ORD-000310,PROD-0011,3,24.99,3.75
ITEM-000787,ORD-000311,PROD-0039,1,32.99,1.65
ITEM-000788,ORD-000312,PROD-0010,3,44.99,6.75
ITEM-000789,ORD-000312,PROD-0001,2,199.99,40.0
ITEM-000790,ORD-000312,PROD-0009,1,34.99,0.0
ITEM-000791,ORD-000313,PROD-0027,2,49.99,0.0
ITEM-000792,ORD-000314,PROD-0023,1,249.99,25.0
ITEM-000793,ORD-000314,PROD-0020,3,39.99,6.0
ITEM-000794,ORD-000314,PROD-0045,2,69.99,0.0
ITEM-000795,ORD-000314,PROD-0024,1,99.99,0.0
ITEM-000796,ORD-000315,PROD-0006,3,59.99,0.0
ITEM-000797,ORD-000315,PROD-0028,2,34.99,0.0
ITEM-000798,ORD-000316,PROD-0005,2,279.99,0.0
ITEM-000799,ORD-000317,PROD-0002,3,349.99,52.5
ITEM-000800,ORD-000317,PROD-0006,2,59.99,6.0
ITEM-000801,ORD-000317,PROD-0010,3,44.99,0.0
ITEM-000802,ORD-000318,PROD-0034,1,28.99,0.0
ITEM-000803,ORD-000319,PROD-0014,3,34.99,10.5
ITEM-000804,ORD-000320,PROD-0025,3,119.99,0.0
ITEM-000805,ORD-000320,PROD-0028,2,34.99,0.0
ITEM-000806,ORD-000320,PROD-0014,3,34.99,0.0
ITEM-000807,ORD-000321,PROD-0032,2,19.99,4.0
ITEM-000808,ORD-000321,PROD-0008,2,29.99,6.0
ITEM-000809,ORD-000321,PROD-0025,2,119.99,12.0
ITEM-000810,ORD-000322,PROD-0044,3,19.99,6.0
ITEM-000811,ORD-000322,PROD-0024,3,99.99,0.0
ITEM-000812,ORD-000322,PROD-0012,2,59.99,12.0
ITEM-000813,ORD-000322,PROD-0001,3,199.99,0.0
ITEM-000814,ORD-000323,PROD-0048,1,22.99,0.0
ITEM-000815,ORD-000324,PROD-0008,2,29.99,3.0
ITEM-000816,ORD-000324,PROD-0015,3,29.99,4.5
ITEM-000817,ORD-000324,PROD-0028,3,34.99,10.5
ITEM-000818,ORD-000324,PROD-0047,2,17.99,3.6
ITEM-000819,ORD-000325,PROD-0050,1,449.99,0.0
ITEM-000820,ORD-000325,PROD-0030,2,139.99,0.0
ITEM-000821,ORD-000326,PROD-0032,3,19.99,0.0
ITEM-000822,ORD-000327,PROD-0010,3,44.99,0.0
ITEM-000823,ORD-000327,PROD-0020,1,39.99,4.0
ITEM-000824,ORD-000327,PROD-0040,2,21.99,0.0
ITEM-000825,ORD-000328,PROD-0035,1,59.99,6.0
ITEM-000826,ORD-000328,PROD-0002,1,349.99,35.0
ITEM-000827,ORD-000328,PROD-0049,2,16.99,3.4
ITEM-000828,ORD-000329,PROD-0032,1,19.99,1.0
ITEM-000829,ORD-000329,PROD-0028,3,34.99,10.5
ITEM-000830,ORD-000330,PROD-0031,1,34.99,3.5
ITEM-000831,ORD-000330,PROD-0036,2,22.99,4.6
ITEM-000832,ORD-000330,PROD-0011,3,24.99,7.5
ITEM-000833,ORD-000330,PROD-0033,3,79.99,12.0
ITEM-000834,ORD-000331,PROD-0009,2,34.99,3.5
ITEM-000835,ORD-000332,PROD-0007,2,49.99,0.0
ITEM-000836,ORD-000332,PROD-0028,1,34.99,0.0
ITEM-000837,ORD-000332,PROD-0023,3,249.99,0.0
ITEM-000838,ORD-000332,PROD-0027,1,49.99,2.5
ITEM-000839,ORD-000333,PROD-0043,2,24.99,2.5
ITEM-000840,ORD-000333,PROD-0028,2,34.99,7.0
ITEM-000841,ORD-000333,PROD-0037,2,18.99,0.0
ITEM-000842,ORD-000333,PROD-0033,1,79.99,0.0
ITEM-000843,ORD-000334,PROD-0028,3,34.99,0.0
ITEM-000844,ORD-000334,PROD-0013,3,129.99,0.0
ITEM-000845,ORD-000334,PROD-0032,1,19.99,1.0
ITEM-000846,ORD-000335,PROD-0038,2,89.99,9.0
ITEM-000847,ORD-000336,PROD-0042,2,189.99,19.0
ITEM-000848,ORD-000337,PROD-0040,3,21.99,0.0
ITEM-000849,ORD-000337,PROD-0033,3,79.99,0.0
ITEM-000850,ORD-000337,PROD-0030,1,139.99,14.0
ITEM-000851,ORD-000338,PROD-0034,1,28.99,1.45
ITEM-000852,ORD-000339,PROD-0028,1,34.99,0.0
ITEM-000853,ORD-000339,PROD-0027,2,49.99,5.0
ITEM-000854,ORD-000339,PROD-0021,2,299.99,0.0
ITEM-000855,ORD-000340,PROD-0013,1,129.99,6.5
ITEM-000856,ORD-000340,PROD-0002,3,349.99,105.0
ITEM-000857,ORD-000341,PROD-0017,2,64.99,0.0
ITEM-000858,ORD-000342,PROD-0021,3,299.99,45.0
ITEM-000859,ORD-000343,PROD-0016,3,79.99,0.0
ITEM-000860,ORD-000343,PROD-0008,3,29.99,4.5
ITEM-000861,ORD-000344,PROD-0022,2,149.99,0.0
ITEM-000862,ORD-000344,PROD-0038,2,89.99,0.0
ITEM-000863,ORD-000344,PROD-0048,1,22.99,0.0
ITEM-000864,ORD-000345,PROD-0017,3,64.99,9.75
ITEM-000865,ORD-000345,PROD-0038,1,89.99,4.5
ITEM-000866,ORD-000345,PROD-0004,2,39.99,0.0
ITEM-000867,ORD-000345,PROD-0032,1,19.99,1.0
ITEM-000868,ORD-000346,PROD-0048,3,22.99,0.0
ITEM-000869,ORD-000347,PROD-0044,1,19.99,2.0
ITEM-000870,ORD-000347,PROD-0008,2,29.99,3.0
ITEM-000871,ORD-000347,PROD-0035,1,59.99,3.0
