order_id,customer_id,order_date,order_status,shipping_address,payment_id,total_amount
ORD-000254,CUST-00314,2025-02-27 00:00:00,Completed,"Toronto, ON, Canada",PAY-000254,62.98
ORD-000255,CUST-00181,2025-06-30 00:00:00,Completed,"San Antonio, TX, USA",PAY-000255,455.94
ORD-000256,CUST-00337,2025-06-29 00:00:00,Cancelled,"Chicago, IL, USA",PAY-000256,99.98
ORD-000257,CUST-00259,2025-03-11 00:00:00,Cancelled,"Los Angeles, CA, USA",PAY-000257,259.43
ORD-000258,CUST-00466,2025-11-29 00:00:00,Shipped,"Chicago, IL, USA",PAY-000258,105.96
ORD-000259,CUST-00410,2025-10-28 00:00:00,Cancelled,"San Diego, CA, USA",PAY-000259,149.99
ORD-000260,CUST-00429,2025-10-11 00:00:00,Cancelled,"San Antonio, TX, USA",PAY-000260,1114.95
ORD-000261,CUST-00238,2025-08-23 00:00:00,Completed,"San Jose, CA, USA",PAY-000261,182.33
ORD-000262,CUST-00493,2025-10-29 00:00:00,Shipped,"Chicago, IL, USA",PAY-000262,142.47
ORD-000263,CUST-00172,2025-06-18 00:00:00,Completed,"San Jose, CA, USA",PAY-000263,175.47
ORD-000264,CUST-00267,2025-07-22 00:00:00,Shipped,"Los Angeles, CA, USA",PAY-000264,322.98
ORD-000265,CUST-00269,2025-03-25 00:00:00,Shipped,"San Diego, CA, USA",PAY-000265,633.93
ORD-000266,CUST-00363,2025-04-02 00:00:00,Completed,"San Antonio, TX, USA",PAY-000266,434.94
ORD-000267,CUST-00328,2025-09-20 00:00:00,Completed,"Toronto, ON, Canada",PAY-000267,1689.92
ORD-000268,CUST-00313,2025-08-20 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000268,1100.44
ORD-000269,CUST-00478,2025-02-19 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000269,577.41
ORD-000270,CUST-00002,2025-08-15 00:00:00,Shipped,"Los Angeles, CA, USA",PAY-000270,749.91
ORD-000271,CUST-00390,2025-06-28 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000271,122.96
ORD-000272,CUST-00459,2025-03-26 00:00:00,Shipped,"London, ENG, UK",PAY-000272,129.96
ORD-000273,CUST-00251,2025-08-18 00:00:00,Completed,"New York, NY, USA",PAY-000273,165.16
ORD-000274,CUST-00380,2025-11-23 00:00:00,Completed,"Toronto, ON, Canada",PAY-000274,269.97
ORD-000275,CUST-00465,2025-12-13 00:00:00,Completed,"Houston, TX, USA",PAY-000275,250.48
ORD-000276,CUST-00313,2025-04-28 00:00:00,Cancelled,"Philadelphia, PA, USA",PAY-000276,44.99
ORD-000277,CUST-00033,2025-05-14 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000277,145.94
ORD-000278,CUST-00062,2025-06-20 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000278,523.12
ORD-000279,CUST-00475,2025-03-17 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000279,1452.44
ORD-000280,CUST-00211,2025-06-02 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000280,29.69
ORD-000281,CUST-00179,2025-09-02 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000281,479.94
ORD-000282,CUST-00028,2025-05-10 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000282,74.97
ORD-000283,CUST-00223,2025-06-08 00:00:00,Completed,"Houston, TX, USA",PAY-000283,451.92
ORD-000284,CUST-00399,2025-03-28 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000284,294.95
ORD-000285,CUST-00075,2025-05-21 00:00:00,Processing,"Phoenix, AZ, USA",PAY-000285,731.91
ORD-000286,CUST-00144,2025-04-10 00:00:00,Completed,"New York, NY, USA",PAY-000286,555.89
ORD-000287,CUST-00442,2025-05-21 00:00:00,Processing,"Philadelphia, PA, USA",PAY-000287,748.17
ORD-000288,CUST-00214,2025-02-22 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000288,1543.33
ORD-000289,CUST-00152,2025-06-02 00:00:00,Shipped,"San Diego, CA, USA",PAY-000289,664.98
ORD-000290,CUST-00440,2025-11-19 00:00:00,Shipped,"London, ENG, UK",PAY-000290,279.98
ORD-000291,CUST-00405,2025-08-08 00:00:00,Shipped,"Chicago, IL, USA",PAY-000291,1294.91
ORD-000292,CUST-00377,2025-02-28 00:00:00,Processing,"Philadelphia, PA, USA",PAY-000292,389.93
ORD-000293,CUST-00288,2025-05-15 00:00:00,Completed,"Dallas, TX, USA",PAY-000293,424.43
ORD-000294,CUST-00142,2025-02-27 00:00:00,Completed,"San Antonio, TX, USA",PAY-000294,869.72
ORD-000295,CUST-00042,2025-08-19 00:00:00,Completed,"San Diego, CA, USA",PAY-000295,734.93
ORD-000296,CUST-00243,2025-07-27 00:00:00,Completed,"San Diego, CA, USA",PAY-000296,1364.41
ORD-000297,CUST-00460,2025-07-06 00:00:00,Completed,"San Antonio, TX, USA",PAY-000297,422.93
ORD-000298,CUST-00499,2025-04-30 00:00:00,Cancelled,"Dallas, TX, USA",PAY-000298,184.97
ORD-000299,CUST-00134,2025-08-08 00:00:00,Completed,"San Diego, CA, USA",PAY-000299,164.33
ORD-000300,CUST-00063,2025-02-12 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000300,1730.16
ORD-000301,CUST-00353,2025-03-29 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000301,220.63
ORD-000302,CUST-00029,2025-12-08 00:00:00,Shipped,"San Jose, CA, USA",PAY-000302,114.48
ORD-000303,CUST-00347,2025-03-16 00:00:00,Processing,"San Antonio, TX, USA",PAY-000303,1135.99
ORD-000304,CUST-00191,2025-02-06 00:00:00,Completed,"San Diego, CA, USA",PAY-000304,877.93
ORD-000305,CUST-00072,2025-11-27 00:00:00,Processing,"San Diego, CA, USA",PAY-000305,42.74
ORD-000306,CUST-00034,2025-11-29 00:00:00,Cancelled,"San Jose, CA, USA",PAY-000306,467.93
ORD-000307,CUST-00149,2025-11-10 00:00:00,Completed,"Houston, TX, USA",PAY-000307,113.97
ORD-000308,CUST-00014,2025-02-01 00:00:00,Completed,"Houston, TX, USA",PAY-000308,167.95
ORD-000309,CUST-00290,2025-09-11 00:00:00,Cancelled,"Los Angeles, CA, USA",PAY-000309,199.93
ORD-000310,CUST-00075,2025-07-13 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000310,308.71
ORD-000311,CUST-00393,2025-12-18 00:00:00,Completed,"New York, NY, USA",PAY-000311,31.34
ORD-000312,CUST-00351,2025-08-04 00:00:00,Completed,"Dallas, TX, USA",PAY-000312,523.19
ORD-000313,CUST-00426,2025-05-07 00:00:00,Cancelled,"Chicago, IL, USA",PAY-000313,99.98
ORD-000314,CUST-00420,2025-04-08 00:00:00,Completed,"San Diego, CA, USA",PAY-000314,578.93
ORD-000315,CUST-00158,2025-04-05 00:00:00,Completed,"San Antonio, TX, USA",PAY-000315,249.95
ORD-000316,CUST-00241,2025-04-01 00:00:00,Completed,"San Jose, CA, USA",PAY-000316,559.98
ORD-000317,CUST-00301,2025-05-13 00:00:00,Completed,"Dallas, TX, USA",PAY-000317,1246.42
ORD-000318,CUST-00420,2025-11-23 00:00:00,Cancelled,"San Diego, CA, USA",PAY-000318,28.99
ORD-000319,CUST-00088,2025-11-02 00:00:00,Completed,"Houston, TX, USA",PAY-000319,94.47
ORD-000320,CUST-00226,2025-03-26 00:00:00,Completed,"San Jose, CA, USA",PAY-000320,534.92
ORD-000321,CUST-00286,2025-02-20 00:00:00,Completed,"Houston, TX, USA",PAY-000321,317.94
ORD-000322,CUST-00439,2025-03-07 00:00:00,Cancelled,"Dallas, TX, USA",PAY-000322,1061.89
ORD-000323,CUST-00074,2025-08-21 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000323,22.99
ORD-000324,CUST-00103,2025-12-01 00:00:00,Cancelled,"Toronto, ON, Canada",PAY-000324,269.3
ORD-000325,CUST-00249,2025-10-19 00:00:00,Completed,"San Antonio, TX, USA",PAY-000325,729.97
ORD-000326,CUST-00051,2025-02-27 00:00:00,Cancelled,"San Jose, CA, USA",PAY-000326,59.97
ORD-000327,CUST-00196,2025-12-06 00:00:00,Shipped,"London, ENG, UK",PAY-000327,214.94
ORD-000328,CUST-00252,2025-10-16 00:00:00,Completed,"Dallas, TX, USA",PAY-000328,399.56
ORD-000329,CUST-00286,2025-07-05 00:00:00,Shipped,"Houston, TX, USA",PAY-000329,113.46
ORD-000330,CUST-00292,2025-10-09 00:00:00,Shipped,"San Diego, CA, USA",PAY-000330,368.31
ORD-000331,CUST-00032,2025-02-14 00:00:00,Processing,"San Antonio, TX, USA",PAY-000331,66.48
ORD-000332,CUST-00392,2025-12-17 00:00:00,Completed,"New York, NY, USA",PAY-000332,932.43
ORD-000333,CUST-00276,2025-07-16 00:00:00,Completed,"London, ENG, UK",PAY-000333,228.43
ORD-000334,CUST-00086,2025-12-11 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000334,513.93
ORD-000335,CUST-00320,2025-03-19 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000335,170.98
ORD-000336,CUST-00219,2025-05-18 00:00:00,Completed,"Chicago, IL, USA",PAY-000336,360.98
ORD-000337,CUST-00103,2025-08-31 00:00:00,Completed,"Toronto, ON, Canada",PAY-000337,431.93
ORD-000338,CUST-00479,2025-11-16 00:00:00,Shipped,"Houston, TX, USA",PAY-000338,27.54
ORD-000339,CUST-00124,2025-04-18 00:00:00,Shipped,"London, ENG, UK",PAY-000339,729.95
ORD-000340,CUST-00208,2025-06-02 00:00:00,Completed,"New York, NY, USA",PAY-000340,1068.46
ORD-000341,CUST-00082,2025-06-19 00:00:00,Completed,"San Antonio, TX, USA",PAY-000341,129.98
ORD-000342,CUST-00401,2025-02-10 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000342,854.97
ORD-000343,CUST-00344,2025-03-18 00:00:00,Completed,"New York, NY, USA",PAY-000343,325.44
ORD-000344,CUST-00308,2025-04-03 00:00:00,Cancelled,"Dallas, TX, USA",PAY-000344,502.95
ORD-000345,CUST-00110,2025-06-20 00:00:00,Completed,"New York, NY, USA",PAY-000345,369.68
ORD-000346,CUST-00011,2025-12-27 00:00:00,Processing,"Los Angeles, CA, USA",PAY-000346,68.97
ORD-000347,CUST-00283,2025-08-15 00:00:00,Completed,"San Jose, CA, USA",PAY-000347,131.96
ORD-000348,CUST-00324,2025-07-12 00:00:00,Cancelled,"San Jose, CA, USA",PAY-000348,760.42
ORD-000349,CUST-00260,2025-03-05 00:00:00,Completed,"Toronto, ON, Canada",PAY-000349,192.32
ORD-000350,CUST-00434,2025-12-01 00:00:00,Shipped,"Toronto, ON, Canada",PAY-000350,402.25
ORD-000351,CUST-00202,2025-08-12 00:00:00,Cancelled,"Houston, TX, USA",PAY-000351,1070.66
ORD-000352,CUST-00135,2025-04-27 00:00:00,Completed,"Houston, TX, USA",PAY-000352,311.33
ORD-000353,CUST-00383,2025-10-11 00:00:00,Completed,"New York, NY, USA",PAY-000353,174.95
ORD-000354,CUST-00015,2025-06-28 00:00:00,Completed,"Toronto, ON, Canada",PAY-000354,96.46
ORD-000355,CUST-00447,2025-07-15 00:00:00,Shipped,"Toronto, ON, Canada",PAY-000355,663.65
ORD-000356,CUST-00477,2025-05-31 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000356,293.94
ORD-000357,CUST-00258,2025-10-10 00:00:00,Completed,"San Antonio, TX, USA",PAY-000357,1006.42
ORD-000358,CUST-00224,2025-04-25 00:00:00,Completed,"New York, NY, USA",PAY-000358,202.91
ORD-000359,CUST-00235,2025-10-10 00:00:00,Completed,"London, ENG, UK",PAY-000359,279.98
ORD-000360,CUST-00299,2025-02-02 00:00:00,Processing,"Phoenix, AZ, USA",PAY-000360,884.96
ORD-000361,CUST-00146,2025-04-03 00:00:00,Completed,"Dallas, TX, USA",PAY-000361,824.94
ORD-000362,CUST-00167,2025-11-18 00:00:00,Completed,"San Diego, CA, USA",PAY-000362,645.95
ORD-000363,CUST-00048,2025-08-23 00:00:00,Completed,"Houston, TX, USA",PAY-000363,969.96
ORD-000364,CUST-00153,2025-10-09 00:00:00,Cancelled,"Dallas, TX, USA",PAY-000364,241.17
ORD-000365,CUST-00244,2025-06-17 00:00:00,Processing,"Philadelphia, PA, USA",PAY-000365,530.51
ORD-000366,CUST-00332,2025-04-20 00:00:00,Completed,"Toronto, ON, Canada",PAY-000366,89.98
ORD-000367,CUST-00066,2025-07-03 00:00:00,Cancelled,"Chicago, IL, USA",PAY-000367,162.95
ORD-000368,CUST-00263,2025-03-27 00:00:00,Processing,"San Diego, CA, USA",PAY-000368,732.39
ORD-000369,CUST-00092,2025-05-04 00:00:00,Cancelled,"Los Angeles, CA, USA",PAY-000369,895.39
ORD-000370,CUST-00495,2025-05-06 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000370,191.66
ORD-000371,CUST-00060,2025-02-06 00:00:00,Completed,"Chicago, IL, USA",PAY-000371,710.4
ORD-000372,CUST-00418,2025-02-08 00:00:00,Shipped,"Dallas, TX, USA",PAY-000372,804.95
ORD-000373,CUST-00045,2025-07-04 00:00:00,Cancelled,"San Diego, CA, USA",PAY-000373,454.45
ORD-000374,CUST-00104,2025-06-30 00:00:00,Processing,"San Antonio, TX, USA",PAY-000374,992.91
ORD-000375,CUST-00263,2025-11-29 00:00:00,Shipped,"San Diego, CA, USA",PAY-000375,626.61
ORD-000376,CUST-00254,2025-12-15 00:00:00,Shipped,"Philadelphia, PA, USA",PAY-000376,234.45
ORD-000377,CUST-00260,2025-05-23 00:00:00,Processing,"Toronto, ON, Canada",PAY-000377,383.44
ORD-000378,CUST-00319,2025-05-17 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000378,49.98
ORD-000379,CUST-00052,2025-08-31 00:00:00,Completed,"San Jose, CA, USA",PAY-000379,169.46
ORD-000380,CUST-00059,2025-12-13 00:00:00,Completed,"Chicago, IL, USA",PAY-000380,20.69
ORD-000381,CUST-00394,2025-02-23 00:00:00,Cancelled,"San Diego, CA, USA",PAY-000381,488.92
ORD-000382,CUST-00500,2025-03-26 00:00:00,Cancelled,"San Diego, CA, USA",PAY-000382,22.99
ORD-000383,CUST-00323,2025-04-01 00:00:00,Cancelled,"London, ENG, UK",PAY-000383,352.44
ORD-000384,CUST-00376,2025-03-22 00:00:00,Completed,"Dallas, TX, USA",PAY-000384,226.96
ORD-000385,CUST-00137,2025-08-09 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000385,308.94
ORD-000386,CUST-00484,2025-02-15 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000386,1709.95
ORD-000387,CUST-00032,2025-08-20 00:00:00,Cancelled,"San Antonio, TX, USA",PAY-000387,74.97
ORD-000388,CUST-00324,2025-10-24 00:00:00,Completed,"San Jose, CA, USA",PAY-000388,350.92
ORD-000389,CUST-00358,2025-07-26 00:00:00,Cancelled,"London, ENG, UK",PAY-000389,861.43
ORD-000390,CUST-00267,2025-07-24 00:00:00,Cancelled,"Los Angeles, CA, USA",PAY-000390,1054.46
ORD-000391,CUST-00259,2025-03-28 00:00:00,Shipped,"Los Angeles, CA, USA",PAY-000391,189.98
ORD-000392,CUST-00388,2025-04-04 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000392,505.03
ORD-000393,CUST-00054,2025-07-17 00:00:00,Processing,"London, ENG, UK",PAY-000393,989.97
ORD-000394,CUST-00048,2025-03-03 00:00:00,Completed,"Houston, TX, USA",PAY-000394,164.45
ORD-000395,CUST-00447,2025-06-15 00:00:00,Processing,"Toronto, ON, Canada",PAY-000395,298.92
ORD-000396,CUST-00356,2025-05-19 00:00:00,Completed,"San Antonio, TX, USA",PAY-000396,340.86
ORD-000397,CUST-00249,2025-02-14 00:00:00,Cancelled,"San Antonio, TX, USA",PAY-000397,260.96
ORD-000398,CUST-00094,2025-10-08 00:00:00,Completed,"Dallas, TX, USA",PAY-000398,45.98
ORD-000399,CUST-00294,2025-07-08 00:00:00,Processing,"Houston, TX, USA",PAY-000399,638.03
ORD-000400,CUST-00199,2025-05-30 00:00:00,Completed,"San Antonio, TX, USA",PAY-000400,275.19
ORD-000401,CUST-00099,2025-12-13 00:00:00,Processing,"Chicago, IL, USA",PAY-000401,56.97
ORD-000402,CUST-00062,2025-10-30 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000402,14.99
ORD-000403,CUST-00044,2025-10-31 00:00:00,Processing,"Dallas, TX, USA",PAY-000403,322.95
ORD-000404,CUST-00196,2025-06-11 00:00:00,Completed,"London, ENG, UK",PAY-000404,149.97
ORD-000405,CUST-00394,2025-03-17 00:00:00,Completed,"San Diego, CA, USA",PAY-000405,131.2
ORD-000406,CUST-00193,2025-04-02 00:00:00,Completed,"New York, NY, USA",PAY-000406,285.84
ORD-000407,CUST-00163,2025-09-25 00:00:00,Processing,"San Jose, CA, USA",PAY-000407,1973.17
ORD-000408,CUST-00229,2025-03-14 00:00:00,Cancelled,"London, ENG, UK",PAY-000408,224.96
ORD-000409,CUST-00022,2025-01-31 00:00:00,Cancelled,"San Antonio, TX, USA",PAY-000409,725.91
ORD-000410,CUST-00432,2025-12-20 00:00:00,Completed,"Chicago, IL, USA",PAY-000410,385.47
ORD-000411,CUST-00453,2025-07-25 00:00:00,Shipped,"Dallas, TX, USA",PAY-000411,517.43
ORD-000412,CUST-00009,2025-04-09 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000412,65.98
ORD-000413,CUST-00212,2025-11-11 00:00:00,Shipped,"Philadelphia, PA, USA",PAY-000413,512.88
ORD-000414,CUST-00424,2025-12-04 00:00:00,Completed,"Houston, TX, USA",PAY-000414,1161.93
ORD-000415,CUST-00253,2025-08-04 00:00:00,Completed,"Toronto, ON, Canada",PAY-000415,484.34
ORD-000416,CUST-00034,2025-11-28 00:00:00,Completed,"San Jose, CA, USA",PAY-000416,69.98
ORD-000417,CUST-00435,2025-02-11 00:00:00,Shipped,"San Jose, CA, USA",PAY-000417,338.94
ORD-000418,CUST-00063,2025-10-23 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000418,481.92
ORD-000419,CUST-00470,2025-06-07 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000419,263.96
ORD-000420,CUST-00243,2025-06-02 00:00:00,Completed,"San Diego, CA, USA",PAY-000420,449.97
ORD-000421,CUST-00392,2025-03-20 00:00:00,Shipped,"New York, NY, USA",PAY-000421,280.94
ORD-000422,CUST-00034,2025-03-24 00:00:00,Shipped,"San Jose, CA, USA",PAY-000422,21.84
ORD-000423,CUST-00050,2025-12-13 00:00:00,Cancelled,"Chicago, IL, USA",PAY-000423,180.33
ORD-000424,CUST-00265,2025-07-18 00:00:00,Processing,"New York, NY, USA",PAY-000424,749.94
ORD-000425,CUST-00327,2025-10-18 00:00:00,Completed,"Chicago, IL, USA",PAY-000425,221.23
ORD-000426,CUST-00076,2025-09-28 00:00:00,Completed,"San Antonio, TX, USA",PAY-000426,539.94
ORD-000427,CUST-00342,2025-10-01 00:00:00,Shipped,"Phoenix, AZ, USA",PAY-000427,668.46
ORD-000428,CUST-00254,2025-05-23 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000428,225.45
ORD-000429,CUST-00205,2025-05-05 00:00:00,Cancelled,"Los Angeles, CA, USA",PAY-000429,99.99
ORD-000430,CUST-00016,2025-11-11 00:00:00,Completed,"New York, NY, USA",PAY-000430,74.08
ORD-000431,CUST-00174,2025-11-10 00:00:00,Completed,"Houston, TX, USA",PAY-000431,473.48
ORD-000432,CUST-00480,2025-05-18 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000432,388.43
ORD-000433,CUST-00472,2025-02-23 00:00:00,Cancelled,"Phoenix, AZ, USA",PAY-000433,106.98
ORD-000434,CUST-00447,2025-04-05 00:00:00,Cancelled,"Toronto, ON, Canada",PAY-000434,355.11
ORD-000435,CUST-00165,2025-08-10 00:00:00,Processing,"Los Angeles, CA, USA",PAY-000435,513.42
ORD-000436,CUST-00112,2025-07-06 00:00:00,Completed,"New York, NY, USA",PAY-000436,404.17
ORD-000437,CUST-00210,2025-08-07 00:00:00,Cancelled,"Toronto, ON, Canada",PAY-000437,1344.18
ORD-000438,CUST-00432,2025-10-14 00:00:00,Processing,"Chicago, IL, USA",PAY-000438,14.99
ORD-000439,CUST-00185,2025-02-19 00:00:00,Processing,"Philadelphia, PA, USA",PAY-000439,674.45
ORD-000440,CUST-00362,2025-12-06 00:00:00,Completed,"Dallas, TX, USA",PAY-000440,1309.93
ORD-000441,CUST-00444,2025-08-22 00:00:00,Completed,"San Jose, CA, USA",PAY-000441,78.26
ORD-000442,CUST-00406,2025-03-15 00:00:00,Completed,"San Diego, CA, USA",PAY-000442,994.45
ORD-000443,CUST-00157,2025-02-04 00:00:00,Completed,"San Antonio, TX, USA",PAY-000443,405.44
ORD-000444,CUST-00291,2025-12-19 00:00:00,Cancelled,"Phoenix, AZ, USA",PAY-000444,1149.42
ORD-000445,CUST-00048,2025-04-28 00:00:00,Completed,"Houston, TX, USA",PAY-000445,375.95
ORD-000446,CUST-00233,2025-03-01 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000446,44.98
ORD-000447,CUST-00275,2025-09-02 00:00:00,Completed,"London, ENG, UK",PAY-000447,119.99
ORD-000448,CUST-00419,2025-10-01 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000448,532.94
ORD-000449,CUST-00236,2025-09-24 00:00:00,Processing,"Philadelphia, PA, USA",PAY-000449,21.84
ORD-000450,CUST-00359,2025-07-02 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000450,284.96
ORD-000451,CUST-00358,2025-02-22 00:00:00,Completed,"London, ENG, UK",PAY-000451,72.71
ORD-000452,CUST-00189,2025-03-11 00:00:00,Cancelled,"New York, NY, USA",PAY-000452,143.98
ORD-000453,CUST-00085,2025-06-09 00:00:00,Completed,"London, ENG, UK",PAY-000453,139.99
ORD-000454,CUST-00176,2025-08-23 00:00:00,Cancelled,"London, ENG, UK",PAY-000454,127.98
ORD-000455,CUST-00344,2025-09-25 00:00:00,Completed,"New York, NY, USA",PAY-000455,417.45
ORD-000456,CUST-00079,2025-09-13 00:00:00,Completed,"London, ENG, UK",PAY-000456,184.98
ORD-000457,CUST-00027,2025-12-03 00:00:00,Completed,"Dallas, TX, USA",PAY-000457,899.98
ORD-000458,CUST-00103,2025-03-18 00:00:00,Completed,"Toronto, ON, Canada",PAY-000458,1631.93
ORD-000459,CUST-00479,2025-11-04 00:00:00,Completed,"Houston, TX, USA",PAY-000459,243.93
ORD-000460,CUST-00053,2025-11-01 00:00:00,Cancelled,"Toronto, ON, Canada",PAY-000460,320.19
ORD-000461,CUST-00171,2025-04-30 00:00:00,Shipped,"Dallas, TX, USA",PAY-000461,704.43
ORD-000462,CUST-00120,2025-02-10 00:00:00,Processing,"Philadelphia, PA, USA",PAY-000462,35.99
ORD-000463,CUST-00031,2025-04-11 00:00:00,Completed,"San Jose, CA, USA",PAY-000463,850.91
ORD-000464,CUST-00385,2025-02-12 00:00:00,Completed,"Dallas, TX, USA",PAY-000464,794.91
ORD-000465,CUST-00094,2025-09-14 00:00:00,Shipped,"Dallas, TX, USA",PAY-000465,559.98
ORD-000466,CUST-00325,2025-04-13 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000466,233.96
ORD-000467,CUST-00370,2025-05-12 00:00:00,Completed,"Toronto, ON, Canada",PAY-000467,371.28
ORD-000468,CUST-00217,2025-10-16 00:00:00,Processing,"San Jose, CA, USA",PAY-000468,1228.26
ORD-000469,CUST-00238,2025-07-06 00:00:00,Completed,"San Jose, CA, USA",PAY-000469,335.04
ORD-000470,CUST-00474,2025-08-31 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000470,499.93
ORD-000471,CUST-00395,2025-07-28 00:00:00,Processing,"Phoenix, AZ, USA",PAY-000471,348.93
ORD-000472,CUST-00134,2025-12-06 00:00:00,Completed,"San Diego, CA, USA",PAY-000472,410.94
ORD-000473,CUST-00266,2025-05-07 00:00:00,Completed,"New York, NY, USA",PAY-000473,275.19
ORD-000474,CUST-00056,2025-12-22 00:00:00,Processing,"Dallas, TX, USA",PAY-000474,106.2
ORD-000475,CUST-00050,2025-03-07 00:00:00,Cancelled,"Chicago, IL, USA",PAY-000475,658.21
ORD-000476,CUST-00250,2025-05-04 00:00:00,Processing,"Houston, TX, USA",PAY-000476,83.97
ORD-000477,CUST-00031,2025-05-04 00:00:00,Cancelled,"San Jose, CA, USA",PAY-000477,279.95
ORD-000478,CUST-00151,2025-03-15 00:00:00,Completed,"New York, NY, USA",PAY-000478,14.24
ORD-000479,CUST-00005,2025-03-03 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000479,74.97
ORD-000480,CUST-00193,2025-12-05 00:00:00,Processing,"New York, NY, USA",PAY-000480,150.88
ORD-000481,CUST-00482,2025-08-03 00:00:00,Shipped,"Los Angeles, CA, USA",PAY-000481,1117.71
ORD-000482,CUST-00445,2025-10-29 00:00:00,Completed,"Houston, TX, USA",PAY-000482,353.94
ORD-000483,CUST-00448,2025-02-23 00:00:00,Cancelled,"Chicago, IL, USA",PAY-000483,163.93
ORD-000484,CUST-00338,2025-03-23 00:00:00,Shipped,"Dallas, TX, USA",PAY-000484,608.14
ORD-000485,CUST-00489,2025-03-31 00:00:00,Completed,"San Antonio, TX, USA",PAY-000485,184.96
ORD-000486,CUST-00393,2025-06-23 00:00:00,Completed,"New York, NY, USA",PAY-000486,254.91
ORD-000487,CUST-00330,2025-07-25 00:00:00,Completed,"Toronto, ON, Canada",PAY-000487,336.94
ORD-000488,CUST-00296,2025-01-31 00:00:00,Completed,"Toronto, ON, Canada",PAY-000488,269.97
ORD-000489,CUST-00395,2025-08-05 00:00:00,Cancelled,"Phoenix, AZ, USA",PAY-000489,109.46
ORD-000490,CUST-00276,2025-09-23 00:00:00,Completed,"London, ENG, UK",PAY-000490,149.96
ORD-000491,CUST-00159,2025-10-15 00:00:00,Shipped,"San Antonio, TX, USA",PAY-000491,40.47
ORD-000492,CUST-00150,2025-08-11 00:00:00,Completed,"Houston, TX, USA",PAY-000492,379.43
ORD-000493,CUST-00281,2025-08-19 00:00:00,Completed,"San Diego, CA, USA",PAY-000493,814.91
ORD-000494,CUST-00336,2025-04-24 00:00:00,Processing,"Toronto, ON, Canada",PAY-000494,123.17
ORD-000495,CUST-00377,2025-02-04 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000495,17.99
ORD-000496,CUST-00475,2025-02-28 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000496,127.22
ORD-000497,CUST-00335,2025-08-11 00:00:00,Cancelled,"San Jose, CA, USA",PAY-000497,809.98
ORD-000498,CUST-00324,2025-09-15 00:00:00,Completed,"San Jose, CA, USA",PAY-000498,29.99
ORD-000499,CUST-00012,2025-11-27 00:00:00,Processing,"Chicago, IL, USA",PAY-000499,333.0
ORD-000500,CUST-00033,2025-11-02 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000500,681.92
ORD-000501,CUST-00045,2025-11-14 00:00:00,Completed,"San Diego, CA, USA",PAY-000501,56.99
ORD-000502,CUST-00217,2025-01-31 00:00:00,Completed,"San Jose, CA, USA",PAY-000502,398.03
ORD-000503,CUST-00019,2025-05-07 00:00:00,Completed,"Dallas, TX, USA",PAY-000503,240.93
ORD-000504,CUST-00333,2025-04-24 00:00:00,Completed,"Los Angeles, CA, USA",PAY-000504,406.65
ORD-000505,CUST-00404,2025-09-10 00:00:00,Completed,"Philadelphia, PA, USA",PAY-000505,32.99
ORD-000506,CUST-00351,2025-11-07 00:00:00,Completed,"Dallas, TX, USA",PAY-000506,449.97
ORD-000507,CUST-00075,2025-05-26 00:00:00,Completed,"Phoenix, AZ, USA",PAY-000507,99.98
